Nom,Age,Nationalite,Valeur_Marchande,Prix_Raw,URL_Profil
Alfredo Morelos,27,Colombie,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/alfredo-morelos/profil/spieler/338962
Karol Świderski,27,Pologne,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/karol-swiderski/profil/spieler/330126
Myron Boadu,23,Pays-Bas,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/myron-boadu/profil/spieler/412932
Miguel Crespo,27,Portugal,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/miguel-crespo/profil/spieler/498529
Lucien Agoumé,21,France,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/lucien-agoume/profil/spieler/569384
Jordan Zemura,23,Zimbabwe,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/jordan-zemura/profil/spieler/633530
Stijn Spierings,27,Pays-Bas,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/stijn-spierings/profil/spieler/241501
Morgan Sanson,28,France,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/morgan-sanson/profil/spieler/174094
Lucas Moura,30,Brésil,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/lucas-moura/profil/spieler/77100
Agustín Rossi,27,Argentine,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/agustin-rossi/profil/spieler/352324
Matheus Uribe,32,Colombie,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/matheus-uribe/profil/spieler/214538
Giulian Biancone,23,France,"6,00 mio. €",?,https://www.transfermarkt.fr/giulian-biancone/profil/spieler/536507
Divock Origi,28,Belgique,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/divock-origi/profil/spieler/148368
Mohamed Bayo,25,Guinée,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/mohamed-bayo/profil/spieler/594991
Faitout Maouassa,25,France,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/faitout-maouassa/profil/spieler/357072
Du Queiroz,23,Brésil,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/du-queiroz/profil/spieler/906774
Praxedes,21,Brésil,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/praxedes/profil/spieler/574765
Yasin Ayari,19,Suède,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/yasin-ayari/profil/spieler/667287
Jamal Lewis,25,Irlande du Nord,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/jamal-lewis/profil/spieler/346018
Ross Barkley,29,Angleterre,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/ross-barkley/profil/spieler/131978
Eliot Matazo,21,Belgique,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/eliot-matazo/profil/spieler/535834
Youcef Atal,27,Algérie,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/youcef-atal/profil/spieler/416108
Samu Castillejo,28,Espagne,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/samu-castillejo/profil/spieler/195171
Bruno Méndez,24,Uruguay,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/bruno-mendez/profil/spieler/552912
Augusto Batalla,27,Argentine,Inconnu,"6,00 mio. €",https://www.transfermarkt.fr/augusto-batalla/profil/spieler/275218
João Pedro,30,Brésil,"6,00 mio. €",?,https://www.transfermarkt.fr/joao-pedro/profil/spieler/293471
Matteo Prati,19,Italie,"1,00 mio. €","5,90 mio. €",https://www.transfermarkt.fr/matteo-prati/profil/spieler/876298
Glen Kamara,27,Finlande,"5,50 mio. €","5,80 mio. €",https://www.transfermarkt.fr/glen-kamara/profil/spieler/242632
Jaden Philogene,21,Angleterre,"2,80 mio. €","5,80 mio. €",https://www.transfermarkt.fr/jaden-philogene/profil/spieler/665390
Sam Surridge,24,Angleterre,"5,00 mio. €","5,80 mio. €",https://www.transfermarkt.fr/sam-surridge/profil/spieler/398402
Cristian Arango,28,Colombie,"5,00 mio. €","5,58 mio. €",https://www.transfermarkt.fr/cristian-arango/profil/spieler/262999
Angelo Stiller,22,Allemagne,"5,00 mio. €","5,50 mio. €",https://www.transfermarkt.fr/angelo-stiller/profil/spieler/443710
Rogério,25,Brésil,"5,50 mio. €","5,50 mio. €",https://www.transfermarkt.fr/rogerio/profil/spieler/401527
In-beom Hwang,26,Corée du Sud,"4,50 mio. €","5,50 mio. €",https://www.transfermarkt.fr/in-beom-hwang/profil/spieler/365394
Hernán López Muñoz,23,Argentine,"5,50 mio. €","5,50 mio. €",https://www.transfermarkt.fr/hernan-lopez-munoz/profil/spieler/665309
Emmanuel Latte Lath,24,Côte d'Ivoire,"1,50 mio. €","5,50 mio. €",https://www.transfermarkt.fr/emmanuel-latte-lath/profil/spieler/392964
Cédric Zesiger,25,Suisse,"5,50 mio. €","5,00 mio. €",https://www.transfermarkt.fr/cedric-zesiger/profil/spieler/382478
Víctor Dávila,25,Chili,"5,50 mio. €","5,00 mio. €",https://www.transfermarkt.fr/victor-davila/profil/spieler/366143
Fashion Sakala,26,Zambie,"5,50 mio. €","4,65 mio. €",https://www.transfermarkt.fr/fashion-sakala/profil/spieler/485729
Bruno Zapelli,21,Argentine,"5,50 mio. €","4,05 mio. €",https://www.transfermarkt.fr/bruno-zapelli/profil/spieler/711600
Henry Onyekuru,26,Nigeria,"5,50 mio. €","3,50 mio. €",https://www.transfermarkt.fr/henry-onyekuru/profil/spieler/380415
Marcus Ingvartsen,27,Danemark,"5,50 mio. €","2,95 mio. €",https://www.transfermarkt.fr/marcus-ingvartsen/profil/spieler/269878
Jeff Chabot,25,Allemagne,"5,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/jeff-chabot/profil/spieler/303219
Nicolae Stanciu,30,Roumanie,"5,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/nicolae-stanciu/profil/spieler/148372
Alexis Vega,26,Mexique,"5,50 mio. €","1,38 mio. €",https://www.transfermarkt.fr/alexis-vega/profil/spieler/424689
Kristijan Jakic,26,Croatie,Inconnu,"5,50 mio. €",https://www.transfermarkt.fr/kristijan-jakic/profil/spieler/374954
Igor Coronado,31,Italie,Inconnu,"5,50 mio. €",https://www.transfermarkt.fr/igor-coronado/profil/spieler/215915
Manolis Siopis,29,Grèce,Inconnu,"5,50 mio. €",https://www.transfermarkt.fr/manolis-siopis/profil/spieler/182688
Oussama Idrissi,27,Maroc,Inconnu,"5,50 mio. €",https://www.transfermarkt.fr/oussama-idrissi/profil/spieler/241391
Léo Dubois,29,France,Inconnu,"5,50 mio. €",https://www.transfermarkt.fr/leo-dubois/profil/spieler/236400
Teddy Teuma,29,Malte,"5,00 mio. €","5,45 mio. €",https://www.transfermarkt.fr/teddy-teuma/profil/spieler/409153
Bertuğ Yıldırım,21,Turquie,"2,70 mio. €","5,40 mio. €",https://www.transfermarkt.fr/bertug-yildirim/profil/spieler/672803
Aleksa Terzic,23,Serbie,"2,00 mio. €","5,40 mio. €",https://www.transfermarkt.fr/aleksa-terzic/profil/spieler/404260
Mateusz Wieteska,26,Pologne,"3,00 mio. €","5,30 mio. €",https://www.transfermarkt.fr/mateusz-wieteska/profil/spieler/208172
Darío Osorio,19,Chili,"3,50 mio. €","5,20 mio. €",https://www.transfermarkt.fr/dario-osorio/profil/spieler/881116
Carles Pérez,25,Espagne,"5,00 mio. €","5,20 mio. €",https://www.transfermarkt.fr/carles-perez/profil/spieler/282810
Christopher Bonsu Baah,18,Ghana,"1,20 mio. €","5,20 mio. €",https://www.transfermarkt.fr/christopher-bonsu-baah/profil/spieler/1119447
Nicolas Kühn,24,Allemagne,"1,50 mio. €","5,10 mio. €",https://www.transfermarkt.fr/nicolas-kuhn/profil/spieler/336012
Matteo Cancellieri,21,Italie,"5,00 mio. €","8,50 mio. €",https://www.transfermarkt.fr/matteo-cancellieri/profil/spieler/550106
João Victor,25,Brésil,"5,00 mio. €","8,00 mio. €",https://www.transfermarkt.fr/joao-victor/profil/spieler/671145
Yann Sommer,34,Suisse,"5,00 mio. €","6,90 mio. €",https://www.transfermarkt.fr/yann-sommer/profil/spieler/42205
Matej Kovar,23,Tchéquie,"1,80 mio. €","5,00 mio. €",https://www.transfermarkt.fr/matej-kovar/profil/spieler/550829
Daniel Peretz,23,Israël,"4,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/daniel-peretz/profil/spieler/468539
Cyriel Dessers,28,Nigeria,"5,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/cyriel-dessers/profil/spieler/317806
Magnus Mattsson,24,Danemark,"3,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/magnus-mattsson/profil/spieler/489929
Srdjan Babic,27,Serbie,"3,50 mio. €","5,00 mio. €",https://www.transfermarkt.fr/srdjan-babic/profil/spieler/222805
Maik Nawrocki,22,Pologne,"4,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/maik-nawrocki/profil/spieler/407745
Clinton Mata,30,Angola,"4,50 mio. €","5,00 mio. €",https://www.transfermarkt.fr/clinton-mata/profil/spieler/187718
Cenk Özkacar,22,Turquie,"5,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/cenk-ozkacar/profil/spieler/615350
Pepelu,24,Espagne,"3,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/pepelu/profil/spieler/328480
Mohamed Bamba,22,Côte d'Ivoire,"1,20 mio. €","5,00 mio. €",https://www.transfermarkt.fr/mohamed-bamba/profil/spieler/619461
Kaku,28,Paraguay,"5,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/kaku/profil/spieler/355817
Kevin Mier,23,Colombie,"3,50 mio. €","5,00 mio. €",https://www.transfermarkt.fr/kevin-mier/profil/spieler/491542
Jack Hendry,28,Écosse,"3,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/jack-hendry/profil/spieler/363223
Yangel Herrera,25,Venezuela,"5,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/yangel-herrera/profil/spieler/378293
Facundo Farías,20,Argentine,"5,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/facundo-farias/profil/spieler/728221
Milos Lukovic,18,Serbie,"5,00 mio. €","4,70 mio. €",https://www.transfermarkt.fr/milos-lukovic/profil/spieler/845872
Omar Campos,21,Mexique,"5,00 mio. €","4,60 mio. €",https://www.transfermarkt.fr/omar-campos/profil/spieler/854454
Caio Alexandre,24,Brésil,"5,00 mio. €","4,50 mio. €",https://www.transfermarkt.fr/caio-alexandre/profil/spieler/727751
Thiago Mendes,31,Brésil,"5,00 mio. €","4,21 mio. €",https://www.transfermarkt.fr/thiago-mendes/profil/spieler/135617
Ferreirinha,26,Brésil,"5,00 mio. €","4,10 mio. €",https://www.transfermarkt.fr/ferreirinha/profil/spieler/689017
Jessic Ngankam,22,Allemagne,"5,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/jessic-ngankam/profil/spieler/448177
Wladimiro Falcone,28,Italie,"5,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/wladimiro-falcone/profil/spieler/238537
Antonio Blanco,23,Espagne,"5,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/antonio-blanco/profil/spieler/495621
Michael Obafemi,22,Irlande,"5,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/michael-obafemi/profil/spieler/444208
Enzo Copetti,28,Argentine,"5,00 mio. €","3,95 mio. €",https://www.transfermarkt.fr/enzo-copetti/profil/spieler/504254
Tomás Belmonte,25,Argentine,"5,00 mio. €","3,65 mio. €",https://www.transfermarkt.fr/tomas-belmonte/profil/spieler/483446
Gerzino Nyamsi,27,Cameroun,"5,00 mio. €","3,50 mio. €",https://www.transfermarkt.fr/gerzino-nyamsi/profil/spieler/378953
Gastón Álvarez,23,Uruguay,"5,00 mio. €","3,50 mio. €",https://www.transfermarkt.fr/gaston-alvarez/profil/spieler/577486
Oriol Romeu,31,Espagne,"5,00 mio. €","3,40 mio. €",https://www.transfermarkt.fr/oriol-romeu/profil/spieler/66100
Valentino Lazaro,27,Autriche,"5,00 mio. €","3,40 mio. €",https://www.transfermarkt.fr/valentino-lazaro/profil/spieler/186368
Marco Richter,25,Allemagne,"5,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/marco-richter/profil/spieler/279009
Samú Costa,22,Portugal,"5,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/samu-costa/profil/spieler/657430
Álvaro Odriozola,27,Espagne,"5,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/alvaro-odriozola/profil/spieler/280730
Fredrik Midtsjø,30,Norvège,"5,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/fredrik-midtsjo/profil/spieler/136180
Vítor Tormena,27,Brésil,"5,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/vitor-tormena/profil/spieler/517300
Miguel Merentiel,27,Uruguay,"5,00 mio. €","2,81 mio. €",https://www.transfermarkt.fr/miguel-merentiel/profil/spieler/481367
Romain Saïss,33,Maroc,"5,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/romain-saiss/profil/spieler/204198
Mislav Orsic,30,Croatie,"5,00 mio. €","2,40 mio. €",https://www.transfermarkt.fr/mislav-orsic/profil/spieler/119150
Moisés,28,Brésil,"5,00 mio. €","2,30 mio. €",https://www.transfermarkt.fr/moises/profil/spieler/368468
Antonio Colak,29,Croatie,"5,00 mio. €","2,27 mio. €",https://www.transfermarkt.fr/antonio-colak/profil/spieler/160668
Vítor Carvalho,26,Brésil,"5,00 mio. €","2,10 mio. €",https://www.transfermarkt.fr/vitor-carvalho/profil/spieler/553062
Mats Rits,30,Belgique,"5,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/mats-rits/profil/spieler/92164
Arbnor Muja,25,Albanie,"5,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/arbnor-muja/profil/spieler/606967
Birger Meling,28,Norvège,"5,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/birger-meling/profil/spieler/282250
Cristian Ramírez,28,Équateur,"5,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/cristian-ramirez/profil/spieler/189485
Víctor Gómez,23,Espagne,"5,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/victor-gomez/profil/spieler/495601
Wesley,24,Brésil,"5,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/wesley/profil/spieler/674732
Darian Males,22,Suisse,"5,00 mio. €","1,90 mio. €",https://www.transfermarkt.fr/darian-males/profil/spieler/507479
Matías Cóccaro,26,Uruguay,"5,00 mio. €","1,75 mio. €",https://www.transfermarkt.fr/matias-coccaro/profil/spieler/454625
Jobe Bellingham,17,Angleterre,"5,00 mio. €","1,75 mio. €",https://www.transfermarkt.fr/jobe-bellingham/profil/spieler/796297
Ricardo Gomes,31,Cap-Vert,"5,00 mio. €","1,50 mio. €",https://www.transfermarkt.fr/ricardo-gomes/profil/spieler/258835
Gustavo Cuéllar,30,Colombie,"5,00 mio. €","1,38 mio. €",https://www.transfermarkt.fr/gustavo-cuellar/profil/spieler/119333
Timothée Pembélé,20,France,"5,00 mio. €","1,00 mio. €",https://www.transfermarkt.fr/timothee-pembele/profil/spieler/538998
Cédric Bakambu,32,RD Congo,"5,00 mio. €",700 K €,https://www.transfermarkt.fr/cedric-bakambu/profil/spieler/127048
Fousseni Diabaté,27,Mali,"5,00 mio. €",600 K €,https://www.transfermarkt.fr/fousseni-diabate/profil/spieler/364861
Chiquinho,28,Portugal,"5,00 mio. €",500 K €,https://www.transfermarkt.fr/chiquinho/profil/spieler/334557
Diego Fagúndez,28,Uruguay,"5,00 mio. €",273 K €,https://www.transfermarkt.fr/diego-fagundez/profil/spieler/170100
César Azpilicueta,33,Espagne,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/cesar-azpilicueta/profil/spieler/57500
Yusuf Demir,20,Autriche,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/yusuf-demir/profil/spieler/548031
Christos Tzolis,21,Grèce,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/christos-tzolis/profil/spieler/451677
Sepp van den Berg,21,Pays-Bas,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/sepp-van-den-berg/profil/spieler/541231
Marko Arnautovic,34,Autriche,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/marko-arnautovic/profil/spieler/41384
Eric Bailly,29,Côte d'Ivoire,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/eric-bailly/profil/spieler/286384
Jonjo Shelvey,31,Angleterre,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/jonjo-shelvey/profil/spieler/71292
Peter Olayinka,27,Nigeria,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/peter-olayinka/profil/spieler/248393
Óscar Estupiñán,26,Colombie,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/oscar-estupinan/profil/spieler/388266
Adrià Pedrosa,25,Espagne,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/adria-pedrosa/profil/spieler/501418
Valentin Rosier,27,France,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/valentin-rosier/profil/spieler/441170
Taxiarchis Fountas,27,Grèce,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/taxiarchis-fountas/profil/spieler/192409
Calvin Ramsay,19,Écosse,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/calvin-ramsay/profil/spieler/633652
Jeffinho,24,Brésil,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/jeffinho/profil/spieler/884072
Matt Doherty,31,Irlande,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/matt-doherty/profil/spieler/171679
Arnau Tenas,22,Espagne,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/arnau-tenas/profil/spieler/466783
Adam Buksa,27,Pologne,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/adam-buksa/profil/spieler/267160
Sam Greenwood,21,Angleterre,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/sam-greenwood/profil/spieler/532178
Omar Richards,25,Angleterre,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/omar-richards/profil/spieler/424881
Jorge Sánchez,25,Mexique,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/jorge-sanchez/profil/spieler/356044
Jeremy Sarmiento,21,Équateur,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/jeremy-sarmiento/profil/spieler/568005
Josh Maja,24,Nigeria,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/josh-maja/profil/spieler/453824
Roman Yaremchuk,27,Ukraine,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/roman-yaremchuk/profil/spieler/221958
Denis Suárez,29,Espagne,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/denis-suarez/profil/spieler/165007
Matteo Gabbia,23,Italie,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/matteo-gabbia/profil/spieler/323167
Jon Karrikaburu,20,Espagne,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/jon-karrikaburu/profil/spieler/711382
Sydney van Hooijdonk,23,Pays-Bas,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/sydney-van-hooijdonk/profil/spieler/439292
Han-Noah Massengo,22,France,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/han-noah-massengo/profil/spieler/536508
Juan Escobar,28,Paraguay,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/juan-escobar/profil/spieler/353034
Alexandru Cicâldău,26,Roumanie,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/alexandru-cicaldau/profil/spieler/295810
Valentín Carboni,18,Argentine,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/valentin-carboni/profil/spieler/787618
Lorenzo Colombo,21,Italie,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/lorenzo-colombo/profil/spieler/487843
Liam Delap,20,Angleterre,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/liam-delap/profil/spieler/610849
Mason Greenwood,21,Angleterre,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/mason-greenwood/profil/spieler/532826
Dorukhan Toköz,27,Turquie,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/dorukhan-tokoz/profil/spieler/275935
Ismaël Gharbi,19,Tunisie,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/ismael-gharbi/profil/spieler/810096
Savinho,19,Brésil,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/savinho/profil/spieler/743591
Jason Denayer,28,Belgique,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/jason-denayer/profil/spieler/277114
Grzegorz Krychowiak,33,Pologne,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/grzegorz-krychowiak/profil/spieler/45184
Juan Manuel Sanabria,23,Uruguay,"5,00 mio. €",?,https://www.transfermarkt.fr/juan-manuel-sanabria/profil/spieler/446106
Thiago Andrade,23,Brésil,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/thiago-andrade/profil/spieler/694606
Miles Robinson,26,États-Unis,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/miles-robinson/profil/spieler/468022
Jeff Reine-Adélaïde,25,France,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/jeff-reine-adelaide/profil/spieler/326300
Sergio Busquets,35,Espagne,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/sergio-busquets/profil/spieler/65230
Jordi Alba,34,Espagne,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/jordi-alba/profil/spieler/69751
Mauricio Isaís,22,Mexique,"4,00 mio. €","4,95 mio. €",https://www.transfermarkt.fr/mauricio-isais/profil/spieler/799707
Ui-jo Hwang,31,Corée du Sud,Inconnu,"4,80 mio. €",https://www.transfermarkt.fr/ui-jo-hwang/profil/spieler/260166
Yorbe Vertessen,23,Belgique,"4,00 mio. €","4,75 mio. €",https://www.transfermarkt.fr/yorbe-vertessen/profil/spieler/409517
